Country Name;Country Code;Series Name;Series Code;2021 [YR2021]
Congo, Rep.;COG;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;11,25827815
Congo, Rep.;COG;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;66,467
Congo, Rep.;COG;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;67,253
Congo, Rep.;COG;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-2,200002606
Congo, Rep.;COG;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;49,375
Congo, Rep.;COG;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,478482327
Costa Rica;CRI;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;45,61403509
Costa Rica;CRI;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;50,109
Costa Rica;CRI;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;61,76
Costa Rica;CRI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,780797564
Costa Rica;CRI;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;86,25
Costa Rica;CRI;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Cote d'Ivoire;CIV;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;14,17322835
Cote d'Ivoire;CIV;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;56,685
Cote d'Ivoire;CIV;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;64,752
Cote d'Ivoire;CIV;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,999999995
Cote d'Ivoire;CIV;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;83,125
Cote d'Ivoire;CIV;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,910633113
Croatia;HRV;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;31,12582781
Croatia;HRV;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;45,746
Croatia;HRV;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;51,78
Croatia;HRV;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;13,07220492
Croatia;HRV;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;93,75
Croatia;HRV;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,012665371
Cuba;CUB;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;53,41296928
Cuba;CUB;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;39,888
Cuba;CUB;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;53,208
Cuba;CUB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,254092864
Cuba;CUB;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Cuba;CUB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Curacao;CUW;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Curacao;CUW;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Curacao;CUW;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Curacao;CUW;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,232404629
Curacao;CUW;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Curacao;CUW;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Cyprus;CYP;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;14,28571429
Cyprus;CYP;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;57,638
Cyprus;CYP;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;63,79
Cyprus;CYP;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,638926968
Cyprus;CYP;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;94,375
Cyprus;CYP;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,907460023
Czechia;CZE;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;25
Czechia;CZE;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;51,89
Czechia;CZE;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;59,77
Czechia;CZE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,552722062
Czechia;CZE;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;93,75
Czechia;CZE;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,397411904
Denmark;DNK;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;39,66480447
Denmark;DNK;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;58,071
Denmark;DNK;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;62,54
Denmark;DNK;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,855707586
Denmark;DNK;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;100
Denmark;DNK;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,324227102
Djibouti;DJI;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;26,15384615
Djibouti;DJI;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;17,925
Djibouti;DJI;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;31,144
Djibouti;DJI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,8
Djibouti;DJI;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;71,25
Djibouti;DJI;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Dominica;DMA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;34,375
Dominica;DMA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Dominica;DMA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Dominica;DMA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,891577388
Dominica;DMA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;62,5
Dominica;DMA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Dominican Republic;DOM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;27,89473684
Dominican Republic;DOM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;50,931
Dominican Republic;DOM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;63,17
Dominican Republic;DOM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;12,27199024
Dominican Republic;DOM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;86,25
Dominican Republic;DOM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,650562726
Ecuador;ECU;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;39,41605839
Ecuador;ECU;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;53,717
Ecuador;ECU;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;65,78
Ecuador;ECU;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,235251242
Ecuador;ECU;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;89,375
Ecuador;ECU;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,244393692
Egypt, Arab Rep.;EGY;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;27,7027027
Egypt, Arab Rep.;EGY;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;14,636
Egypt, Arab Rep.;EGY;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;41,317
Egypt, Arab Rep.;EGY;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,290646012
Egypt, Arab Rep.;EGY;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;50,625
Egypt, Arab Rep.;EGY;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,122009271
El Salvador;SLV;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;27,38095238
El Salvador;SLV;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;44,25
El Salvador;SLV;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;57,673
El Salvador;SLV;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;11,17802031
El Salvador;SLV;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;88,75
El Salvador;SLV;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,223435723
Equatorial Guinea;GNQ;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;23
Equatorial Guinea;GNQ;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;50,404
Equatorial Guinea;GNQ;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;54,472
Equatorial Guinea;GNQ;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-0,945382917
Equatorial Guinea;GNQ;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;51,875
Equatorial Guinea;GNQ;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,462498723
Eritrea;ERI;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Eritrea;ERI;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;70,205
Eritrea;ERI;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;77,002
Eritrea;ERI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
Eritrea;ERI;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;69,375
Eritrea;ERI;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Estonia;EST;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;25,74257426
Estonia;EST;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;57,821
Estonia;EST;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;63,232
Estonia;EST;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,013462924
Estonia;EST;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;97,5
Estonia;EST;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,013044234
Eswatini;SWZ;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;9,589041096
Eswatini;SWZ;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;46,881
Eswatini;SWZ;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;50,338
Eswatini;SWZ;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,883306402
Eswatini;SWZ;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;46,25
Eswatini;SWZ;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,78385478
Ethiopia;ETH;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;42,58823529
Ethiopia;ETH;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;74,753
Ethiopia;ETH;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;80,396
Ethiopia;ETH;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,641530717
Ethiopia;ETH;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;76,875
Ethiopia;ETH;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,491973769
Faroe Islands;FRO;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Faroe Islands;FRO;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Faroe Islands;FRO;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Faroe Islands;FRO;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,634924145
Faroe Islands;FRO;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Faroe Islands;FRO;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Fiji;FJI;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;21,56862745
Fiji;FJI;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;37,777
Fiji;FJI;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;56,372
Fiji;FJI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-5,111607393
Fiji;FJI;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;82,5
Fiji;FJI;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,599767468
Finland;FIN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;46
Finland;FIN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;55,574
Finland;FIN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;59,201
Finland;FIN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,046482272
Finland;FIN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;97,5
Finland;FIN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,261529898
France;FRA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;39,51473137
France;FRA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;52,204
France;FRA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;55,85
France;FRA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,816589136
France;FRA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;100
France;FRA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,915361454
French Polynesia;PYF;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
French Polynesia;PYF;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;49,467
French Polynesia;PYF;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;55,976
French Polynesia;PYF;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2,399988092
French Polynesia;PYF;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
French Polynesia;PYF;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Gabon;GAB;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;16,1971831
Gabon;GAB;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;38,225
Gabon;GAB;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;46,941
Gabon;GAB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,467957315
Gabon;GAB;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;82,5
Gabon;GAB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,539882469
Gambia, The;GMB;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;8,620689655
Gambia, The;GMB;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;56,512
Gambia, The;GMB;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;60,868
Gambia, The;GMB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,265492093
Gambia, The;GMB;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;69,375
Gambia, The;GMB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,768555581
Georgia;GEO;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;19,33333333
Georgia;GEO;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;55,65
Georgia;GEO;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;63,818
Georgia;GEO;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;10,4655372
Georgia;GEO;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;88,125
Georgia;GEO;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,605427848
Germany;DEU;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;34,91847826
Germany;DEU;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;55,471
Germany;DEU;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;60,55
Germany;DEU;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2,626987267
Germany;DEU;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;100
Germany;DEU;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,32678559
Ghana;GHA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;14,54545455
Ghana;GHA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;65,076
Ghana;GHA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;68,638
Ghana;GHA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,356477874
Ghana;GHA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;75
Ghana;GHA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,384879261
Gibraltar;GIB;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Gibraltar;GIB;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Gibraltar;GIB;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Gibraltar;GIB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
Gibraltar;GIB;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Gibraltar;GIB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Greece;GRC;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;21,66666667
Greece;GRC;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;43,882
Greece;GRC;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;50,365
Greece;GRC;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,434425502
Greece;GRC;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;100
Greece;GRC;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;3,86317061
Greenland;GRL;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Greenland;GRL;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Greenland;GRL;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Greenland;GRL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,290210488
Greenland;GRL;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Greenland;GRL;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Grenada;GRD;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;46,66666667
Grenada;GRD;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Grenada;GRD;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Grenada;GRD;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,687478169
Grenada;GRD;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;80,625
Grenada;GRD;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Guam;GUM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Guam;GUM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;56,182
Guam;GUM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;62,22
Guam;GUM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,058095428
Guam;GUM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Guam;GUM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Guatemala;GTM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;19,375
Guatemala;GTM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;36,268
Guatemala;GTM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;57,886
Guatemala;GTM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,002408036
Guatemala;GTM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;73,75
Guatemala;GTM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,397670424
Guinea;GIN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Guinea;GIN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;41,575
Guinea;GIN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;52,266
Guinea;GIN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,9
Guinea;GIN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;73,75
Guinea;GIN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,484541117
Guinea-Bissau;GNB;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;13,7254902
Guinea-Bissau;GNB;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;48,668
Guinea-Bissau;GNB;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;55,555
Guinea-Bissau;GNB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,80000243
Guinea-Bissau;GNB;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;42,5
Guinea-Bissau;GNB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,602587944
Guyana;GUY;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;35,71428571
Guyana;GUY;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;39,529
Guyana;GUY;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;50,014
Guyana;GUY;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;20,06001095
Guyana;GUY;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;86,875
Guyana;GUY;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,99503077
Haiti;HTI;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Haiti;HTI;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;61,772
Haiti;HTI;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;65,337
Haiti;HTI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-1,798239889
Haiti;HTI;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;61,25
Haiti;HTI;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,110133662
Honduras;HND;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;27,34375
Honduras;HND;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;48,067
Honduras;HND;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;62,053
Honduras;HND;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;12,53409602
Honduras;HND;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;75
Honduras;HND;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,541119766
Hong Kong SAR, China;HKG;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Hong Kong SAR, China;HKG;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;54,145
Hong Kong SAR, China;HKG;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;59,38
Hong Kong SAR, China;HKG;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,441723826
Hong Kong SAR, China;HKG;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;91,875
Hong Kong SAR, China;HKG;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Hungary;HUN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;13,06532663
Hungary;HUN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;52,413
Hungary;HUN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;59,312
Hungary;HUN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,200000346
Hungary;HUN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;96,875
Hungary;HUN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,683366089
Iceland;ISL;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;47,61904762
Iceland;ISL;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;69,047
Iceland;ISL;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;73,366
Iceland;ISL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,333402012
Iceland;ISL;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;100
Iceland;ISL;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
India;IND;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;14,44444444
India;IND;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;22,989
India;IND;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;48,538
India;IND;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;9,050277908
India;IND;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;74,375
India;IND;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,471446629
Indonesia;IDN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;21,04347826
